iata_code,icao_code,airport_name,city,country_code,country_name,latitude,longitude,timezone,location_type
"ZMI",,"MERGELLINA RAILWAY STN",,"IT","ITALY",,,"01","RAILWAY STATION"
"KTU","VIKO","KOTA AIRPORT",,"IN","INDIA",,,"01","AIRPORT"
"UMR","YPWR","RAAF BASE",,"AU","AUSTRALIA",,,"03","AIRPORT"
"SYB",,"SEA PLANE BASE",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"LZC","MMLC","LAZARO CARDENAS AIRPORT",,"MX","MEXICO",,,"01","AIRPORT"
"QVT",,"OFF-LINE POINT RIIHIMAKI",,"FI","FINLAND",,,"01","OFF-LINE PORT"
"QGF",,"OFF-LINE POINT MONTENEGRO",,"BR","BRAZIL",,,"01","OFF-LINE PORT"
"DUF",,"PINE ISLAND",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"GMT",,"AIR STATION",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"ZVN",,"OFF-LINE POINT DUTCH RAIL ZONE 03",,"NL","NETHERLANDS",,,"01","OFF-LINE PORT"
"KRF","ESNK","KRAMFORS/SOLLEFTEA AIRPORT",,"SE","SWEDEN",,,"01","AIRPORT"
"GMB","HAGM","GAMBELA AIRPORT",,"ET","ETHIOPIA",,,"01","AIRPORT"
"OLO","LKOL","NEREDIN",,"CZ","CZECH REPUBLIC",,,"01","AIRPORT"
"CXT","YCHT","CHARTERS TOWERS AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"YPZ","CYPZ","BURNS LAKE AIRPORT",,"CA","CANADA",,,"06","AIRPORT"
"DQM","OODQ","DUQM INTL.",,"OM","OMAN",,,"01","AIRPORT"
"GWT","EDXW","SYLT",,"DE","GERMANY",,,"01","AIRPORT"
"LKD","YLND","LAKELAND DOWNS AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"BCS",,"SOUTHERN SEAPLANE APT",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"QVZ",,"OFF-LINE POINT HAMINA",,"FI","FINLAND",,,"01","OFF-LINE PORT"
"CXL","KCXL","CALEXICO INTL.",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"APK","NTGD","APATAKI AIRPORT",,"PF","FRENCH POLYNESIA",,,"02","AIRPORT"
"SUW","KSUW","RICHARD I BONG",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"GLP","AYUP","GULGUBIP AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"SRW",,"ROWAN COUNTY",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"XWK",,"KARLSKRONA C RAIL STN",,"SE","SWEDEN",,,"01","RAILWAY STATION"
"TPH",,"TONOPAH",,"US","UNITED STATES OF AMERICA",,,"04","METROPOLITAN AREA"
"XUZ","ZSXZ","GUANYIN",,"CN","CHINA",,,"01","AIRPORT"
"WUH","ZHHH","TIANHE INTL",,"CN","CHINA",,,"01","AIRPORT"
"CNG","LFBG","CHATEAUBERNARD",,"FR","FRANCE",,,"01","AIRPORT"
"QOV",,"OFF-LINE POINT COMUNA PROVIDENCIA",,"CL","CHILE",,,"01","OFF-LINE PORT"
"KFZ","LAKU","KUKES INTERNATIONAL",,"AL","ALBANIA",,,"01","AIRPORT"
"LXD","WIMO","LASONDRE AIRPORT",,"ID","INDONESIA",,,"01","AIRPORT"
"DER","AYDE","DERIM AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"SGS",,"SHINAGAWA STA. KONAN EXIT",,"JP","JAPAN",,,"01","BUS STATION"
"ZHI",,"GRENCHEN SUD RAIL STN",,"CH","SWITZERLAND",,,"01","RAILWAY STATION"
"MPH","RPVE","GODOFREDO P. RAMOS",,"PH","PHILIPPINES",,,"01","AIRPORT"
"BBZ","FLZB","ZAMBEZI AIRPORT",,"ZM","ZAMBIA",,,"01","AIRPORT"
"MWR",,"MOTSWARI AIRPORT",,"ZA","SOUTH AFRICA",,,"01","AIRPORT"
"GYL",,"ARGYLE AIRPORT",,"AU","AUSTRALIA",,,"04","AIRPORT"
"GGG","KGGG","EAST TEXAS REGIONAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"ZKU",,"SURSEE RAILWAY STN.",,"CH","SWITZERLAND",,,"01","RAILWAY STATION"
"EFW","KEFW","JEFFERSON MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"HUZ","ZGHZ","HUIZHOU AIRPORT",,"CN","CHINA",,,"01","AIRPORT"
"WJR","HKWJ","WAJIR AIRPORT",,"KE","KENYA",,,"01","AIRPORT"
"JTI",,"JATAI AIRPORT",,"BR","BRAZIL",,,"01","AIRPORT"
"OPB","AYOY","OPEN BAY AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"CGS",,"COLLEGE PARK AIRPORT",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"EEU",,"LEON RAILWAY STN.",,"ES","SPAIN",,,"01","RAILWAY STATION"
"UES","KUES","WAUKESHA COUNTY",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"QGR",,"OFF-LINE POINT KANGERLUK",,"GL","GREENLAND",,,"01","OFF-LINE PORT"
"AZS","MDCY","EL CATEY INTL",,"DO","DOMINICAN REPUBLIC",,,"01","AIRPORT"
"WDH",,"WINDHOEK",,"NA","NAMIBIA",,,"01","METROPOLITAN AREA"
"MAD","LEMD","ADOLFO SUAREZ-BARAJAS",,"ES","SPAIN",,,"01","AIRPORT"
"ANC","PANC","TED STEVENS INTL",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"NRA","YNAR","NARRANDERA AIRPORT",,"AU","AUSTRALIA",,,"02","AIRPORT"
"LIX","FWLK","LIKOMA ISLAND AIRPORT",,"MW","MALAWI",,,"01","AIRPORT"
"CRB","YCBR","COLLARENEBRI AIRPORT",,"AU","AUSTRALIA",,,"02","AIRPORT"
"QYV",,"DEVENTER RAILWAY STN.",,"NL","NETHERLANDS",,,"01","RAILWAY STATION"
"ABR","KABR","ABERDEEN REG. AIRPORT",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"BEZ","NGBR","BERU AIRPORT",,"KI","KIRIBATI",,,"01","AIRPORT"
"PAR",,"PARIS",,"FR","FRANCE",,,"01","METROPOLITAN AREA"
"HEI","EDXB","HEIDE/BUESUM AIRPORT",,"DE","GERMANY",,,"01","AIRPORT"
"SQV",,"SEQUIM VALLEY",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"KSO","LGKA","ARISTOTELIS",,"GR","GREECE",,,"01","AIRPORT"
"SWT","UNSS","STREZHEVOY AIRPORT",,"RU","RUSSIAN FEDERATION",,,"05","AIRPORT"
"SWW","KSWW","AVENGER FIELD",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"PZC",,"PENZANCE RAILWAY STN.",,"GB","UNITED KINGDOM",,,"01","RAILWAY STATION"
"ZJQ",,"MORGES RAILWAY STN.",,"CH","SWITZERLAND",,,"01","RAILWAY STATION"
"PSJ","WAFP","KASINGUNCU",,"ID","INDONESIA",,,"02","AIRPORT"
"CNI","ZYCH","CHANGHAI AIRPORT",,"CN","CHINA",,,"01","AIRPORT"
"KBO","FZRM","KABALO AIRPORT",,"CD","CONGO DEMOCRATIC REPUBLIC OF",,,"02","AIRPORT"
"LBJ","WATO","KOMODO",,"ID","INDONESIA",,,"02","AIRPORT"
"MCZ","SBMO","ZUMBI DOS PALMARES INT",,"BR","BRAZIL",,,"01","AIRPORT"
"SUM",,"SUMTER APT",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"SYF",,"SILVA BAY SPB",,"CA","CANADA",,,"06","AIRPORT"
"SPK",,"SAPPORO",,"JP","JAPAN",,,"01","METROPOLITAN AREA"
"XOS",,"OFF-LINE POINT MOSCONI",,"AR","ARGENTINA",,,"01","OFF-LINE PORT"
"MIQ",,"MILLARD",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"MOV","YMRB","MORANBAH AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"LTZ",,"LAMEZIA TERME CENTRAL RAILWAY STN",,"IT","ITALY",,,"01","RAILWAY STATION"
"CYO","MUCL","VILO ACUNA INTL",,"CU","CUBA",,,"01","AIRPORT"
"CUF","LIMZ","LEVALDIGI",,"IT","ITALY",,,"01","AIRPORT"
"CPM","KCPM","WOODLEY",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"WLS","NLWW","HIHIFO",,"WF","WALLIS AND FUTUNA ISLANDS",,,"01","AIRPORT"
"NSE","KNSE","WHITING FLD NAS NORTH",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"BGF","FEFF","MPOKO INTL",,"CF","CENTRAL AFRICAN REPUBLIC",,,"01","AIRPORT"
"SOP","KSOP","MOORE COUNTY",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"MII","SBML","FRANK M. MILENKOWICHI",,"BR","BRAZIL",,,"01","AIRPORT"
"TJB","WIDT","RAJA HAJI ABDULLAH",,"ID","INDONESIA",,,"01","AIRPORT"
"XDW",,"PRINCE RUPERT RAILWAY STN.",,"CA","CANADA",,,"06","RAILWAY STATION"
"ODR","YORV","ORD RIVER AIRPORT",,"AU","AUSTRALIA",,,"04","AIRPORT"
"RHV","KRHV","REID-HILLVIEW",,"US","UNITED STATES OF AMERICA",,,"04","AIRPORT"
"LFO","HAKL","KELAFO AIRPORT",,"ET","ETHIOPIA",,,"01","AIRPORT"
"QLY",,"OFF-LINE POINT PLAYA BLANCA",,"ES","SPAIN",,,"02","OFF-LINE PORT"
"MFC","FXMF","MAFETENG AIRPORT",,"LS","LESOTHO",,,"01","AIRPORT"
"WTX",,"GATOT SOEBROTO",,"ID","INDONESIA",,,"01","AIRPORT"
"BGI","TBPB","GRANTLEY ADAMS INTL",,"BB","BARBADOS",,,"01","AIRPORT"
"JUA",,"I. LUIZ DO NASCIMENTO",,"BR","BRAZIL",,,"02","AIRPORT"
"AGB","EDMA","AUGSBURG AIRPORT",,"DE","GERMANY",,,"01","AIRPORT"
"SXE","YWSL","WEST SALE",,"AU","AUSTRALIA",,,"02","AIRPORT"
"FSC","LFKF","SUD-CORSE",,"FR","FRANCE",,,"01","AIRPORT"
"YGO","CYGO","GODS LAKE NARROWS AIRPORT",,"CA","CANADA",,,"04","AIRPORT"
"ZAN",,"OFF-LINE POINT AGIOS NIKOLAOS",,"GR","GREECE",,,"01","OFF-LINE PORT"
"KGA","FZUA","KANANGA AIRPORT",,"CD","CONGO DEMOCRATIC REPUBLIC OF",,,"02","AIRPORT"
"LND","KLND","HUNT FIELD",,"US","UNITED STATES OF AMERICA",,,"03","AIRPORT"
"IOQ","BGIS","ISORTOQ HELIPORT",,"GL","GREENLAND",,,"01","HELIPORT"
"BEY","OLBA","RAFIC HARIRI INTL",,"LB","LEBANON",,,"01","AIRPORT"
"BTX","YBEO","BETOOTA AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"FOT",,"FORSTER AIRPORT",,"AU","AUSTRALIA",,,"02","AIRPORT"
"AHN","KAHN","BEN EPPS",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"ZER","VEZO","ZIRO AIRPORT",,"IN","INDIA",,,"01","AIRPORT"
"OSF","UUMO","OSTAFYEVO",,"RU","RUSSIAN FEDERATION",,,"02","AIRPORT"
"GUE",,"GURIASO AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"KBW",,"CHIGNIK BAY SPB",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"ZWY",,"OFF-LINE POINT ANY STATION BELGIUM",,"BE","BELGIUM",,,"01","OFF-LINE PORT"
"GGS","SAWR","GOBERNADOR GREGORES AIRPORT",,"AR","ARGENTINA",,,"01","AIRPORT"
"ZFL",,"TIANMA",,"CN","CHINA",,,"01","AIRPORT"
"TNL","UKLT","TERNOPIL INTL.",,"UA","UKRAINE",,,"01","AIRPORT"
"LBK","HKLB","LIBOI AIRPORT",,"KE","KENYA",,,"01","AIRPORT"
"ILZ","LZZI","ZILINA AIRPORT",,"SK","SLOVAKIA",,,"01","AIRPORT"
"QJJ",,"DALTON FLIGHTLINK BUS STN",,"US","UNITED STATES OF AMERICA",,,"01","BUS STATION"
"SWY","WMBA","SITIAWAN AIRPORT",,"MY","MALAYSIA",,,"01","AIRPORT"
"YMT","CYMT","CHAPAIS",,"CA","CANADA",,,"03","AIRPORT"
"WEP","AYXW","WEAM AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"BUD","LHBP","LISZT FERENC INT'L",,"HU","HUNGARY",,,"01","AIRPORT"
"LBV","FOOL","LEON M'BA INTL",,"GA","GABON",,,"01","AIRPORT"
"YIB","CYIB","ATIKOKAN MUNICIPAL",,"CA","CANADA",,,"3A","AIRPORT"
"KZF","AYKT","KAINTIBA AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"BXX","HCBM","BORAMA AIRPORT",,"SO","SOMALIA",,,"01","AIRPORT"
"XBP",,"OFF-LINE POINT LA BAULE-LES-PINS",,"FR","FRANCE",,,"01","OFF-LINE PORT"
"ARL","DFER","ARLY AIRPORT",,"BF","BURKINA FASO",,,"01","AIRPORT"
"YQZ","CYQZ","QUESNEL AIRPORT",,"CA","CANADA",,,"06","AIRPORT"
"YUN",,"YUNFU CITY TERMINAL",,"CN","CHINA",,,"01","BUS STATION"
"BUZ","OIBB","BUSHEHR AIRPORT",,"IR","IRAN, ISLAMIC REPUBLIC OF",,,"01"
"OHD","LWOH","ST.PAUL THE APOSTLE",,"MK","NORTH MACEDONIA",,,"01","AIRPORT"
"BGH","GQNE","ABBAYE",,"MR","MAURITANIA",,,"01","AIRPORT"
"XVJ",,"STEVENAGE RAILWAY STN.",,"GB","UNITED KINGDOM",,,"01","RAILWAY STATION"
"UUS","UHSS","KHOMUTOVO",,"RU","RUSSIAN FEDERATION",,,"10","AIRPORT"
"MVP","SKMU","FABIO A. LEON BENTLEY",,"CO","COLOMBIA",,,"01","AIRPORT"
"NKB","YNKA","NOONKANBAH AIRPORT",,"AU","AUSTRALIA",,,"04","AIRPORT"
"VNO","EYVI","VILNIUS INTL.",,"LT","LITHUANIA",,,"01","AIRPORT"
"UVI",,"UNIAO DA VITORIA AIRPORT",,"BR","BRAZIL",,,"01","AIRPORT"
"IBI",,"IBOKI AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"SMI","LGSM","ARISTARCHOS OF SAMOS",,"GR","GREECE",,,"01","AIRPORT"
"ISC",,"ISLES OF SCILLY",,"GB","UNITED KINGDOM",,,"01","METROPOLITAN AREA"
"TXC","UMIO","AERODROME ORSHA",,"BY","BELARUS",,,"01","AIRPORT"
"XFR",,"MALMO SYD RAILWAY STN",,"SE","SWEDEN",,,"01","RAILWAY STATION"
"ADR",,"ROBERT F. SWINNIE",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"QSY",,"OFF-LINE POINT RUEDESHEIM",,"DE","GERMANY",,,"01","OFF-LINE PORT"
"THQ",,"MAIJISHAN",,"CN","CHINA",,,"01","AIRPORT"
"KET","VYKG","KENGTUNG AIRPORT",,"MM","MYANMAR",,,"01","AIRPORT"
"QGS",,"OFF-LINE POINT ALAGOINHAS",,"BR","BRAZIL",,,"01","OFF-LINE PORT"
"AVS",,"AVILA RAILWAY STN.",,"ES","SPAIN",,,"01","RAILWAY STATION"
"LGX","HCMJ","LUGH GANANE AIRPORT",,"SO","SOMALIA",,,"01","AIRPORT"
"BQC",,"SAINTE-FOY BUS STATION",,"CA","CANADA",,,"03","BUS STATION"
"OZU",,"MONTILLA RAILWAY STN.",,"ES","SPAIN",,,"01","RAILWAY STATION"
"BAK",,"BAKU",,"AZ","AZERBAIJAN",,,"01","METROPOLITAN AREA"
"AIW","FYAA","AI-AIS AIRPORT",,"NA","NAMIBIA",,,"01","AIRPORT"
"ZYI","ZUZY","XINZHOU",,"CN","CHINA",,,"01","AIRPORT"
"CKH","UESO","CHOKURDAKH AIRPORT",,"RU","RUSSIAN FEDERATION",,,"10","AIRPORT"
"AKY","VYSW","SITTWE AIRPORT",,"MM","MYANMAR",,,"01","AIRPORT"
"GZI","OAGN","GHAZNI AIRPORT",,"AF","AFGHANISTAN",,,"01","AIRPORT"
"ACB","KACB","ANTRIM COUNTY",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"RHT",,"ALXA RIGHT BANNER AIRPORT",,"CN","CHINA",,,"01","AIRPORT"
"XDR","LFON","OFF-LINE POINT DREUX",,"FR","FRANCE",,,"01","OFF-LINE PORT"
"YLG","YYAL","YALGOO AIRPORT",,"AU","AUSTRALIA",,,"04","AIRPORT"
"ZMV",,"OFF-LINE POINT MELVILLE",,"US","UNITED STATES OF AMERICA",,,"01","OFF-LINE PORT"
"ZQS",,"SPB",,"CA","CANADA",,,"06","AIRPORT"
"KSP","AYOP","KOSIPE AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"YVM","CYVM","QIKIQTARJUAQ AIRPORT",,"CA","CANADA",,,"03","AIRPORT"
"OBT",,"COLISEUM RAILWAY STN",,"US","UNITED STATES OF AMERICA",,,"04","RAILWAY STATION"
"ZCM",,"OFF-LINE POINT CASTROP-RAUXEL",,"DE","GERMANY",,,"01","OFF-LINE PORT"
"GME","UMGG","GOMEL AIRPORT",,"BY","BELARUS",,,"01","AIRPORT"
"IRO","FEFI","BIRAO AIRPORT",,"CF","CENTRAL AFRICAN REPUBLIC",,,"01","AIRPORT"
"PDI","AYPD","PINDIU AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"RGK",,"GORNO-ALTAYSK AIRPORT",,"RU","RUSSIAN FEDERATION",,,"06","AIRPORT"
"BNT","AYDI","BUNDI AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"TQD",,"AL TAQADDUM AB",,"IQ","IRAQ",,,"01","AIRPORT"
"PZU","HSPN","NEW INTERNATIONAL",,"SD","SUDAN",,,"01","AIRPORT"
"KRE","HBBO","KIRUNDO AIRPORT",,"BI","BURUNDI",,,"01","AIRPORT"
"VSG",,"LUHANSK INTL.",,"UA","UKRAINE",,,"01","AIRPORT"
"MPM","FQMA","MAPUTO INTL.",,"MZ","MOZAMBIQUE",,,"01","AIRPORT"
"GWL","VIGR","GWALIOR AIRPORT",,"IN","INDIA",,,"01","AIRPORT"
"MMI","KMMI","MCMINN COUNTY",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"BTI","PABA","BARTER ISLAND AIRPORT",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"CTR",,"CATTLE CREEK AIRPORT",,"AU","AUSTRALIA",,,"3A","AIRPORT"
"MPL","LFMT","MEDITERRANEE",,"FR","FRANCE",,,"01","AIRPORT"
"OFJ",,"OLAFSFJORDUR AIRPORT",,"IS","ICELAND",,,"01","AIRPORT"
"PCI",,"PALENCIA RAILWAY STN.",,"ES","SPAIN",,,"01","RAILWAY STATION"
"CHI",,"CHICAGO",,"US","UNITED STATES OF AMERICA",,,"02","METROPOLITAN AREA"
"MEM","KMEM","MEMPHIS INTL.",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"CVG",,"CINCINNATI",,"US","UNITED STATES OF AMERICA",,,"01","METROPOLITAN AREA"
"CFC","SBCD","C.A. DA COSTA NEVES",,"BR","BRAZIL",,,"01","AIRPORT"
"YQJ",,"APRIL POINT SPB",,"CA","CANADA",,,"06","AIRPORT"
"BXA","KBXA","GEORGE R. CARR MEM.",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"QJO",,"OFF-LINE POINT CAMPOS DO JORDAO",,"BR","BRAZIL",,,"01","OFF-LINE PORT"
"YYW","CYYW","ARMSTRONG AIRPORT",,"CA","CANADA",,,"03","AIRPORT"
"COL","EGEL","COLL ISLAND AIRPORT",,"GB","UNITED KINGDOM",,,"01","AIRPORT"
"HRM","DAFH","TILREMPT",,"DZ","ALGERIA",,,"01","AIRPORT"
"XWZ",,"NYKOPING C RAILWAY STN",,"SE","SWEDEN",,,"01","RAILWAY STATION"
"YRB","CYRB","RESOLUTE BAY",,"CA","CANADA",,,"04","AIRPORT"
"XBV","LFGF","OFF-LINE POINT BEAUNE",,"FR","FRANCE",,,"01","OFF-LINE PORT"
"SAJ",,"SALAMANCA BUS STN.",,"ES","SPAIN",,,"01","BUS STATION"
"SCJ",,"SANTIAGO DE COMPOSTELA RAILWAY STN",,"ES","SPAIN",,,"01","RAILWAY STATION"
"PDO",,"PENDOPO AIRPORT",,"ID","INDONESIA",,,"01","AIRPORT"
"TSC","SETH","TAISHA AIRPORT",,"EC","ECUADOR",,,"01","AIRPORT"
"YCC","CYCC","CORNWALL REG. AIRPORT",,"CA","CANADA",,,"03","AIRPORT"
"KNB","KKNB","KANAB MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"03","AIRPORT"
"GEW","AYGC","GEWOIA AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"KJJ","HUKJ","KAJJANSI AIRPORT",,"UG","UGANDA",,,"01","AIRPORT"
"GKO",,"KONGO BOUMBA AIRPORT",,"GA","GABON",,,"01","AIRPORT"
"MPU","AYMZ","MABUA AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"IXT","VEPG","PASIGHAT AIRPORT",,"IN","INDIA",,,"01","AIRPORT"
"HXX","YHAY","HAY AIRPORT",,"AU","AUSTRALIA",,,"02","AIRPORT"
"AEO","GQNA","AIOUN EL ATROUSS AIRPORT",,"MR","MAURITANIA",,,"01","AIRPORT"
"ZON",,"OFF-LINE POINT MOERS",,"DE","GERMANY",,,"01","OFF-LINE PORT"
"XFH",,"STRANGNAS RAILWAY STN.",,"SE","SWEDEN",,,"01","RAILWAY STATION"
"KPH",,"KO PHA-NGAN FERRY PORT",,"TH","THAILAND",,,"01","FERRY PORT"
"SYP","MPSA","RUBEN CANTU",,"PA","PANAMA",,,"01","AIRPORT"
"SNK","KSNK","WINSTON FIELD",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"VTE","VLVT","WATTAY INTL",,"LA","LAO PEOPLE'S DEMOCRATIC REPUBLIC",,,"01","AIRPORT"
"KNT",,"MEMORIAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"OYE","FOGO","OYEM AIRPORT",,"GA","GABON",,,"01","AIRPORT"
"GIF","KGIF","WINTER HAVEN'S GILBERT",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"TAF","DAOL","TAFARAOUI",,"DZ","ALGERIA",,,"01","AIRPORT"
"GYN","SBGO","SANTA GENOVEVA",,"BR","BRAZIL",,,"01","AIRPORT"
"YXY","CYXY","ERIK NIELSEN INTL",,"CA","CANADA",,,"5A","AIRPORT"
"BFC","YBMD","BLOOMFIELD RIVER AIRPORT",,"AU","AUSTRALIA",,,"2B","AIRPORT"
"CNT",,"CHARATA AIRPORT",,"AR","ARGENTINA",,,"01","AIRPORT"
"SKQ","FXSK","SEKAKE AIRPORT",,"LS","LESOTHO",,,"01","AIRPORT"
"NYI","DGSN","SUNYANI AIRPORT",,"GH","GHANA",,,"01","AIRPORT"
"MKG","KMKG","MUSKEGON COUNTY",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"KGQ","BGKS","KANGERSUATSIAQ HELIPORT",,"GL","GREENLAND",,,"01","HELIPORT"
"DBA","OPDB","DALBANDIN AIRPORT",,"PK","PAKISTAN",,,"01","AIRPORT"
"YDE",,"PARADISE RIVER AIRPORT",,"CA","CANADA",,,"02","AIRPORT"
"ASJ","RJKA","AMAMI AIRPORT",,"JP","JAPAN",,,"01","AIRPORT"
"ZFF",,"KOBLENZ RAILWAY STN",,"DE","GERMANY",,,"01","RAILWAY STATION"
"VXE","GVSV","SAO PEDRO",,"CV","CAPE VERDE",,,"01","AIRPORT"
"TRZ","VOTR","TIRUCHIRAPPALLI",,"IN","INDIA",,,"01","AIRPORT"
"KFI",,"HEFEI RAILWAY STN.",,"CN","CHINA",,,"01","RAILWAY STATION"
"PNK","WIOO","SUPADIO",,"ID","INDONESIA",,,"01","AIRPORT"
"AEE","HJAR","ADAREIL AIRPORT",,"SS","SOUTH SUDAN",,,"01","AIRPORT"
"COH","VECO","COOCH BEHAR AIRPORT",,"IN","INDIA",,,"01","AIRPORT"
"GUD","GAGM","GOUNDAM AIRPORT",,"ML","MALI",,,"01","AIRPORT"
"TMJ","UZST","TERMEZ AIRPORT",,"UZ","UZBEKISTAN",,,"01","AIRPORT"
"BOB","NTTB","MOTU MUTE",,"PF","FRENCH POLYNESIA",,,"02","AIRPORT"
"AIF",,"MARCELO P. HALZHAUSEN",,"BR","BRAZIL",,,"01","AIRPORT"
"JIN","HUJI","JINJA AIRPORT",,"UG","UGANDA",,,"01","AIRPORT"
"TCE","LRTC","DELTA DUNARII",,"RO","ROMANIA",,,"01","AIRPORT"
"WCA","SCST","GAMBOA",,"CL","CHILE",,,"01","AIRPORT"
"YKH","ZYYK","YINGKOU AIRPORT",,"CN","CHINA",,,"01","AIRPORT"
"ACP","OITM","SAHAND",,"IR","IRAN, ISLAMIC REPUBLIC OF",,,"01"
"ZQR",,"OFF-LINE POINT WITTEN",,"DE","GERMANY",,,"01","OFF-LINE PORT"
"SMZ","SMST","STOELMANSEILAND AIRPORT",,"SR","SURINAME",,,"01","AIRPORT"
"BXL",,"BLUE LAGOON SPB",,"FJ","FIJI",,,"01","AIRPORT"
"HAI","KHAI","MUNICIPAL DR. HAINES",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"RCR","KRCR","FULTON COUNTY",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"GSQ",,"SHARK EL-OWAINAT INTL.",,"EG","EGYPT",,,"01","AIRPORT"
"PNV","EYPN","PAJUOSTIS",,"LT","LITHUANIA",,,"01","AIRPORT"
"MMF","FKKF","MAMFE AIRPORT",,"CM","CAMEROON",,,"01","AIRPORT"
"ADY","FAAL","ALLDAYS AIRPORT",,"ZA","SOUTH AFRICA",,,"01","AIRPORT"
"KPE","AYYP","YAPSIEI AIRPORT",,"PG","PAPUA NEW GUINEA",,,"01","AIRPORT"
"QDO",,"OFF-LINE POINT ICOARACI",,"BR","BRAZIL",,,"01","OFF-LINE PORT"
"DIO",,"DIOMEDE HELIPORT",,"US","UNITED STATES OF AMERICA",,,"05","HELIPORT"
"ETS",,"ENTERPRISE MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"02","AIRPORT"
"LNB","NVSM","LAMEN BAY AIRPORT",,"VU","VANUATU",,,"01","AIRPORT"
"EPA","SADP","EL PALOMAR AIRPORT",,"AR","ARGENTINA",,,"01","AIRPORT"
"BTS","LZIB","M.R. STEFANIK",,"SK","SLOVAKIA",,,"01","AIRPORT"
"VRL","LPVR","VILA REAL AIRPORT",,"PT","PORTUGAL",,,"01","AIRPORT"
"KYF",,"YEELIRRIE AIRPORT",,"AU","AUSTRALIA",,,"04","AIRPORT"
"BMQ","HKBM","BAMBURI AIRPORT",,"KE","KENYA",,,"01","AIRPORT"
"NNK",,"NAKNEK AIRPORT",,"US","UNITED STATES OF AMERICA",,,"05","AIRPORT"
"PVC","KPVC","PROVINCETOWN MUNICIPAL",,"US","UNITED STATES OF AMERICA",,,"01","AIRPORT"
"WPS",,"OFF-LINE POINT PERSEPOLIS",,"IR","IRAN, ISLAMIC REPUBLIC OF",,,"01"
"MRO","NZMS","MASTERTON AIRPORT",,"NZ","NEW ZEALAND",,,"01","AIRPORT"
